NAME OF MEDIA,DESCRIPTION & SM,Genre,REACH,Territory,WEBSITE,⛅️,🍎,🎙,🎶,🐥,👍,💃,📸,📹,🤓
POPLOAD,Music website focused on pop and indie music news and culture. They organize a music festival in São Paulo. Social Media: 154K,,,BRAZIL,,,,,,,,,,,
Tracklist,MTV Brazil portal dedicated to the latest news on music. Social Media: 138K,,,BRAZIL,,,,,,,,,,,
Alataj,"Specialized website of electronic music in Brazil, considered one of the most conceptual in the scene, according to BRAZIL MUSIC CONFERENCE, the largest gathering of electronic music and entertainment in Latin America. Social Media: 34K",Electronic,,BRAZIL,,,,,,,,,,,
"R7 ",Big News Portal. Social Media : Over 5M,,,BRAZIL,,,,,,,,,,,
Beat for Beat,Online electronic music website. Social Media: 19.5k,,,BRAZIL,,,,,,,,,,,
Portal Freak Out,"Online gossip, entertainment, and pop culture blog. Social Media: 27k",,,BRAZIL,,,,,,,,,,,
A Febre,"Top teen and pop culture publication dedicated to music, entertainment and more. Social Media: 1.2M",,,BRAZIL,,,,,,,,,,,
CAPRICHO,"Top teen lifestyle magazine in Brazil. Over 9M social media followers. Prints Approximately 200K copies a month. ",,,BRAZIL,,,,,,,,,,,
SCREAM AND YELL,Music blog by well known music journalist Marcelo Costa that talks about pop culture and has been active since the year 2000. Social Media: 54.7K,,,BRAZIL,,,,,,,,,,,
Metropoles,"News portal prom Brasilia, BR. Social Media: 5M",,,BRAZIL,,,,,,,,,,,
Hypeness,Website that writes about innovation and creativity Social Media: 1.2M,,,BRAZIL,,,,,,,,,,,
Serafina,"Part of the Folha Group, printed magazine, which will eventually come out on online. On Sundays there are 340 thousand copies distributed of both, the newspaper and the magazine. ",,,BRAZIL,,,,,,,,,,,
Namira do Groove,Music website in Brazil. Social Media: 6K,,,BRAZIL,,,,,,,,,,,
"FARM ",Fashion brand with digital content Social Media:1.9mi,,,BRAZIL,,,,,,,,,,,
O Globo,One of the most important newspapers in Brazil. Top newspaper in Rio de Janeiro. 62.7M page views/month Social Media: 14.6M,,,BRAZIL,,,,,,,,,,,
Azoofa,"Music website, queen on live music, connected to the underground scene and mainstream. Social Media: 13K",,,BRAZIL,,,,,,,,,,,
Radio Cidade,Rock radio station in Rio. Social Media: 498K,,,BRAZIL,,,,,,,,,,,
Botequim De Ideias Floga-Se,Indie music and entertainment blog. Social Media: 10K.,,,BRAZIL,,,,,,,,,,,
Roger Lerina,"Entertainment and culture blog for the Brazilian culture journalist, Roger Lerina. It has a key focus on art and culture. Social Media: 34K. ",,,BRAZIL,,,,,,,,,,,
VEJA MAGAZINE,"Leading news magazine, which publishes articles on politics, economics, culture, world events and entertainment. Social Media: 7.22M",,,BRAZIL,,,,,,,,,,,
Vish Midia,Urban music blog. Social Media: 36K.,,,BRAZIL,,,,,,,,,,,
Queremos,"Online music platform that helps connect fans to music expeirences, concerts, and activities. Social Media: 315K",,,BRAZIL,,,,,,,,,,,
ComUM,Online news magazine updated with content from Ciencias da COmunicacao da Universidade do Minho alumni. Social Media: 7.8K,,,BRAZIL,,,,,,,,,,,
Mid Summer madness,,,,BRAZIL,,,,,,,,,,,
Original Tune,"Pop music website. Social Media: 22k. ",,,BRAZIL,,,,,,,,,,,
VOGUE MAGAZINE,Brazil's edition of the world renowned style magazine. Social Media: 500 K. Circulation : 80 K/month,,,BRAZIL,,,,,,,,,,,
Jukebox Radio,"It is a web radio with blogging embedded on the page, the radio plays from classic rock to current rock, indie, and pop rock and with specific programs for Brazilian rock. 20,000 followers on social networks and access daily average of 6,000 views on the site",,,BRAZIL,,,,,,,,,,,
"Latina Brasil ","An online radio and website reporting new releases, interviews, podcasts, playlists, and artist spotlights. Social Media: 23.9K",,,BRAZIL,https://latinabrasil.com.br/,,,,,,,,,,
VIRGULA,Lifestyle and entertainment publication. Social Media: 1.5M,,,BRAZIL,,,,,,,,,,,
Kiss FM,One of the top rock radio stations in Brazil. Social Media: 1.1M.,,,BRAZIL,,,,,,,,,,,
Audiograma,"Website for indie music with reviews, interviews, and an online show called Audiograma TV. Social Media: 12.5K.",,,BRAZIL,,,,,,,,,,,
Mix TV,"Radio and Music Tv Channel, aimed at young people. Social Media: Over 1.5M ",,,BRAZIL,,,,,,,,,,,
Canal RapRJ,"One of Brazil's biggest rap/hip-hop platforms, focused on news, interviews, music and events. Social Media: 950K.",,,BRAZIL,,,,,,,,,,,
TRIP MAGAZINE,"A lifestyle / entertainment magazine and portal. Website views per month: 900.000. Social Media: 750K ",,,BRAZIL,,,,,,,,,,,
MIX FM,Pop and dance radio station based in Sao Paulo. Social Media: 3.1M,"Electronic, Pop",,BRAZIL,,,,,,,,,,,
Beatland,Online electronic music publication. Social Media: 13K.,,,BRAZIL,,,,,,,,,,,
Zero Hora [GaúchaZH],"Brazilian newspaper based in the city of Porto Alegre, the sixth biggest in the country. Social Media: 4.1M ",,,BRAZIL,,,,,,,,,,,
Bastidores:,It’s an entertainment show broadcast from Multishow channel.,,,BRAZIL,,,,,,,,,,,
All POP Stuff,"Entertainment website that posts reviews and interviews in regards
 to content such as books, music, film, TV, etc. Social Media: 4k.",,,BRAZIL,,,,,,,,,,,
"Estadão de São Paulo ","One of the largest newspapers in Brazil. 80.7M pageviews 8,7M Unique Visitors and 170K daily copies. Viewership/Listeners: 200K Issues Social Media: 10.5M",,,BRAZIL,,,,,,,,,,,
Move that Jukebox,Music site focused on new artists and bands. Social Media: 35 K Approx 18 K readers/month.,,,BRAZIL,,,,,,,,,,,
FFW Mag,A fashion and lifestyle magazine. Social Media: 450K,,,BRAZIL,,,,,,,,,,,
A Gambarria,"Entertainment website and music blog.  Social Media: 65 K 
",,,BRAZIL,,,,,,,,,,,
"505 INDIE ",A daily Indie Music publication with all the news and Streaming. Social Media: 52k+,,"52,201",MÉXICO,https://www.505indie.com.br,,,,,,,,,,
Cinema em Cena,Views : 100. K Per Month,,,BRAZIL,,,,,,,,,,,
Portal It Pop,"MTV Brazil blog, music website. Social Media: 68K ",,,BRAZIL,,,,,,,,,,,
Beijos não me liga,Social Media: 57k,,,BRAZIL,,,,,,,,,,,
Cultura Pop A Rigor,"Independent entertainment website in Brazil covering music, tv, films, and more. Social Media: 1.6K.",,,BRAZIL,,,,,,,,,,,
Itapema FM,Florianópolis radio station. Social Media: 36K.,,,BRAZIL,,,,,,,,,,,
Diario Online,"Online publication for news on entertainment, multimedia, sports and trends. Social Media: 865K",,,BRAZIL,,,,,,,,,,,
Wikimetal,Rock and heavy metal website. Social Media: 581K,,,BRAZIL,,,,,,,,,,,
"Yahoo Brasil ","The best in health, wellness, parenting, and style to make the things you love even better. Social Media: 2.8M",,,BRAZIL,,,,,,,,,,,
"Aqui Noticias ",News and Media website in Brazil. Social Media: 70K,,,BRAZIL,,,,,,,,,,,
"METRO Newspaper ","Metro International has a unique global reach –  attracting a young, active, well-educated Metropolitan audience of over 18.4 million daily readers. The newspaper is published in over 150 major cities in 24 countries across Europe, North & South America and Asia. Social Media: 217K. 
 ",,,BRAZIL,,,,,,,,,,,
"Pop Cyber ","Pop focused website for music. Social media: 80K ",,,BRAZIL,,,,,,,,,,,
CARAS Brazil,Entertainment and pop culture news magazine that is both online and printed. It’s published in various countries in Latin America. Social Media: 6.9M.,,,BRAZIL,,,,,,,,,,,
Calbuque.com,,,,BRAZIL,,,,,,,,,,,
Tempo FM 103.9,"Radio Station blog from Fortaleza, Ceará. Social Media 22k ",,,BRAZIL,,,,,,,,,,,
,One of the most influential entertainment and music portals in Brazil. 800K visitors/month | 1.2M page views/month Social Media: 383K,,,BRAZIL,,,,,,,,,,,
Joao Vitor Medeiros,Journalist with a high influence in social media. Social Media: 24K.,,,BRAZIL,,,,,,,,,,,
VICE,"It's one the most important websites focused on Music, art , culture, lifestyle, trends, and news topics. Audience : 3M views / Month Wordwide: 900, 000",,,BRAZIL,,,,,,,,,,,
Headbangers News,Heavy metal and classic rock website. Social Media: 11.9K.,,,BRAZIL,,,,,,,,,,,
ELLE MAGAZINE,National edition of the renowned American fashion magazine. Social Media: 1.5 M Viewers/Web: 8M Monthly,,,BRAZIL,,,,,,,,,,,
Blog N Roll,"Blog from A Tribuna newspaper, focused on rock. Social Media: 52K",,,BRAZIL,,,,,,,,,,,
Correio Brasiliense,"Newspaper from capital of Brasil, Brasilia. Social Media: 1M",,,BRAZIL,,,,,,,,,,,
TV Cultura,Nominated as the second best  TV channel in the world in terms of quality in study conducted by BBC Social Media: 1.4M,,,BRAZIL,,,,,,,,,,,
,Influential radio station in Sao Paulo that focuses on Rock and Indie Music. Social Media: 2.4M,"Indie, Rock",,BRAZIL,,,,,,,,,,,
The Noite,TV Program. Famous show with musical guests and interviews located in Sao Paulo. Viewership: 6M. Youtube subscribers: 11.5M. Social Media: 12M,,,BRAZIL,,,,,,,,,,,
CACO DE CASTRO,A very recognized entertainment figure in Brazil. Caco de Castro has over 270K social media followers and hosts a radio show in Mix FM. This will hopefully give us a window into getting into the radio as well! the radio has 1.6 million in social media alone.,,,BRAZIL,,,,,,,,,,,
Leia Moda,Lifestyle website focused on fashion  Social Media: 10k,,,BRAZIL,,,,,,,,,,,
Monkeybuzz,"Popular music blog in Brazil focused on in-depth interviews, events, shows, and podcasts. Social Media: 113.8K ",,,BRAZIL,,,,,,,,,,,
Celula Pop,"Music site, focused in cinema, TV, music, sport and news. Social Media: 3K",,,BRAZIL,,,,,,,,,,,
,Celebrity entertainment focused website. Social media: 8K,,,BRAZIL,,,,,,,,,,,
Pick Up The Headphones,Music website and portal. Social Media: 20K,,,BRAZIL,,,,,,,,,,,
Marco Gomes,"Technology entrepreneur and journalist with a strong social media presence. Social Media: 82K. ",,,BRAZIL,,,,,,,,,,,
Arte 1 Band TV channel,Culture focused paid channel from Band network (one of the top 3 networks in Brazil) and has over 13 million viewers.,,,BRAZIL,,,,,,,,,,,
Portal Famosos,"Online platform focused on music, tv, movies, and more. Social Media: 450K",,,BRAZIL,,,,,,,,,,,
G1,News website for Globo. Social Media: 9.7M,,,BRAZIL,,,,,,,,,,,
Felipe Neto,Online youtube sensation in Brazil. He discusses all things entertainment. Social Media: 19M,,,BRAZIL,,,,,,,,,,,
MUSICA PAVE,"Music critic that covers all of Brazil, being the only outlet devoted to reviewing music videos, which makes it the number one choice for many bands when it comes to releasing new, exclusive material.  Social media: 29K",,,BRAZIL,,,,,,,,,,,
BChart,"Forum for discussions about the music, film and pop culture market in general. Social Media: 287K",,,BRAZIL,,,,,,,,,,,
365 dias de Musica,Music website and blog. Social Media : 2.2K,,,BRAZIL,,,,,,,,,,,
"Harper's Bazaar ","Harper’s Bazaar Brazil: Fashion/ Cultural magazine, distributed across the world. Brazil's edition of the magazine has 50K monthly prints and it's distributed all across the country.",,,BRAZIL,,,,,,,,,,,
RG,News and entertainment and lifestyle website. Social media:280K,,,BRAZIL,,,,,,,,,,,
"EL Dorado ",Top radio station and news portal. Social media :80K,,,BRAZIL,,,,,,,,,,,
BRAVO,"Brazil's most relevant culture magazine that is now reinventing  itself on a digital and print format. Social Media: 105.4K ",,,BRAZIL,,,,,,,,,,,
Diario,"General newspaper with a focus on news, culture, and entertainment. Social Media: 650K.",,,BRAZIL,,,,,,,,,,,
"We Luv ","Electronic music website, 30K likes on social media. ",,,BRAZIL,,,,,,,,,,,
"Busterz Magazine ",Busterz Magazine is an online music magazine focused on new releases and general music news. Social Media: 15K,,,BRAZIL,,,,,,,,,,,
Miojo Indie / Musica Instantanea,"Online music portal for all indie music news, reviews, and releases. Social Media: 56K",,,BRAZIL,,,,,,,,,,,
OMELETE,"Website focused on entertainment cinema, music, and general entertainment. Social Media: 2.2M",,,BRAZIL,,,,,,,,,,,
Radio Green FM,Radio station based in Brazil focused on music and sustainability. Social Media: 16.5K,,,BRAZIL,,,,,,,,,,,
EletroVibez,Online Magazine and radio focused on indie and rock music. Social Media: 70K,,,BRAZIL,,,,,,,,,,,
Zona Punk,Punk and rock music publication. Social Media: 77K,,,BRAZIL,,,,,,,,,,,
"Female Rock Squad: ","Influential digital media in Brazil covering rock from around the world. Social Media: 2K. ",,,BRAZIL,,,,,,,,,,,
QUEM,Website and magazine focused on celebrities. Social Media: 4.6M,,,BRAZIL,,,,,,,,,,,
Globo News,Social Media: 4M,,,BRAZIL,,,,,,,,,,,
Whiplash,Collaborative website for rock and metal news. Social Media: 575K.,,,BRAZIL,,,,,,,,,,,
TERRITORIO DA MUSICA,"A music website, all about News, Shows, and interviews. Social Media is : 37K",,,BRAZIL,,,,,,,,,,,
Keeping Track (KPN Track),"An indie/alternative website that posts interviews, reviews, news, etc. Social Media: 17K.",,,BRAZIL,,,,,,,,,,,
A Escotilha,"A Escotilha is a website about culture that proposes to make a more thoughful and comprehensive reading of the cultural events that surround Brazil. 
Website of media: www.aescotilha.com.br . The Circulation / reach figure: 150.000 people per month",,,BRAZIL,,,,,,,,,,,
VEVO Brasil,Video and music platform Social Media: 8.7M,,,BRAZIL,,,,,,,,,,,
"IG ","News service provider and subsidiary in Sao Paulo Brazil. Fifth largest portal in Brazil with 23.500 million unique monthly visitors.  Social Media: 872 K ",,,BRAZIL,,,,,,,,,,,
Nação da Música,A portal for rock and indie music. Social Media: 148.7K,,,BRAZIL,,,,,,,,,,,
Energy FM,"Radio station for pop, dance and electro hits. Social Media: 116K. ",,,BRAZIL,,,,,,,,,,,
"Metropolis ",TV show from Cultura focused on entertainment and arts. 500K average audience rating,,,BRAZIL,,,,,,,,,,,
UCS FM,"Radio station of the University of Caxias do Sul - Caxias 106,5 | Bento 89,9 | Vacaria 106.1 Social Media: 15K ",,,BRAZIL,,,,,,,,,,,
TECH ITT,Website about digital content Social Media: 26k,,,BRAZIL,,,,,,,,,,,
Mundo Livre FM,Radio station in the constant lookout for the newest indie trends. Social Media: 270K,,,BRAZIL,,,,,,,,,,,
Pure Pop,National and international music news. Social Media: 2.1K.,,,BRAZIL,,,,,,,,,,,
Rapresentando,Blog focused on rap and urban music. Social Media: 14.5K.,,,BRAZIL,,,,,,,,,,,
"Thump ",Electronic music for vice website. Social Media : 8K,,,BRAZIL,,,,,,,,,,,
Jornal Do Brasil (JB),A traditional Brazilian newspaper that is published in the city of Rio de Janeiro. They have a section on entertainment and culture. Social Media: 1M,,,BRAZIL,,,,,,,,,,,
UOL,"One of the largest journalism groups in Brazil, with more than 7.4 billion page views every month and its homepage receives more than 50 million unique visitors per month. Social Media: 4.3M ",,,BRAZIL,,,,,,,,,,,
Tramamos,"Entertainment and rock music publication with a side focus on K-Pop, video games, anime, and more. Social Media: 14K. ",,,BRAZIL,,,,,,,,,,,
Energia 97 FM,Top 100 radio station in Sao Paulo. 80K listeners per minute. Social Media: 1.5M,,,BRAZIL,,,,,,,,,,,
Premiere Line,Pop culture website. Social Media: 35K.,,,BRAZIL,,,,,,,,,,,
"Papel Pop "," One of the largest and most important pop culture vehicles in Brazil. Social Media: 455K",,,BRAZIL,,,,,,,,,,,
HOUSE MAG,One of the top electronic music magazines in Brazil. The Circulation: 30K Montly. Social Media: 465K,,,BRAZIL,,,,,,,,,,,
PropMark,"PROPMARK, with more than 50 years of history, has been covering the communication, marketing, and media industries for a long time. The print journal and their website provides the most complete coverage of adversiting industry. Social Media 97k+",,,BRAZIL,,,,,,,,,,,
OBA OBA,Website about entertainment and events. Social Media: 130k,,,BRAZIL,,,,,,,,,,,
Indie O'Clock,"Indie music publication dedicated listicles, news, and interviews. Social Media: 100K. ",,,BRAZIL,,,,,,,,,,,
Kazagastão,"The biggest authority on rock music in Brazil, Gastão Moreira runs Kazagastão on Youtube since 2015, a channel focused on musical journalism that has become a reference for rock and pop culture fans, with over 250K subscribers and a faithful and engaged audience. Social Media: 386K.",,,BRAZIL,,,,,,,,,,,
